[40.819938, -73.949699],
[40.820549, -73.949261],
[40.821416, -73.948621],
[40.821970, -73.948185],
[40.823358, -73.947185],
[40.824560, -73.946292],
[40.824014, -73.944891],
[40.821369, -73.946099],
[40.822093, -73.948048],
[40.819938, -73.949699]
